Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Price Change,Volume Category,Weekday
2022-10-14 00:00:00-04:00,143.45894005117427,143.6677082660222,137.37503715128264,137.5639190673828,88598000,0.0,0.0,Down,Medium,4
2022-10-17 00:00:00-04:00,140.23808113673465,142.05727580658893,139.44279590913698,141.57017517089844,85250900,0.0,0.0,Up,Medium,0
2022-10-18 00:00:00-04:00,144.63199622376135,145.83485190424906,139.78077056471744,142.90225219726562,99136600,0.0,0.0,Stable,Medium,1
2022-10-19 00:00:00-04:00,140.85439591772297,144.09516484314776,140.66551400194888,143.0115966796875,61758300,0.0,0.0,Stable,Low,2
2022-10-20 00:00:00-04:00,142.17655944712342,145.02962908215443,141.80873116685106,142.54437255859375,64522000,0.0,0.0,Stable,Low,3
2022-10-21 00:00:00-04:00,142.02742886267407,146.97807056680443,141.80872508447706,146.4014892578125,86548600,0.0,0.0,Up,Medium,4
2022-10-24 00:00:00-04:00,146.32195253704597,149.34401752752342,145.13896810969175,148.56861877441406,75981900,0.0,0.0,Up,Low,0
2022-10-25 00:00:00-04:00,149.20485846245998,151.59071384961732,148.47916779777063,151.44158935546875,74732300,0.0,0.0,Up,Low,1
2022-10-26 00:00:00-04:00,150.06971332342556,151.09363763886057,147.1669208054626,148.46920776367188,88194300,0.0,0.0,Down,Medium,2
2022-10-27 00:00:00-04:00,147.1967643416124,148.17098054359107,143.27999806764873,143.946044921875,109180200,0.0,0.0,Down,Medium,3
2022-10-28 00:00:00-04:00,147.32602068604265,156.57117905444696,146.94827196565024,154.82156372070312,164762400,0.0,0.0,Up,High,4
2022-10-31 00:00:00-04:00,152.256753022807,153.33038561697853,151.0240603771727,152.43568420410156,97943200,0.0,0.0,Down,Medium,0
2022-11-01 00:00:00-04:00,154.16543331735568,154.53324642602882,148.2505258700241,149.7615509033203,80379300,0.0,0.0,Down,Low,1
2022-11-02 00:00:00-04:00,148.0715938922188,151.27260579455591,144.14489126731803,144.17471313476562,93604600,0.0,0.0,Down,Medium,2
2022-11-03 00:00:00-04:00,141.22221311216924,141.95785449789213,137.93173592890952,138.06097412109375,97918500,0.0,0.0,Down,Medium,3
2022-11-04 00:00:00-04:00,141.4863442652948,142.06388202909318,133.80910777144902,137.7921142578125,140814800,0.23,0.0,Stable,High,4
2022-11-07 00:00:00-05:00,136.52751065278036,138.55883735297928,135.09362583195076,138.32981872558594,83374600,0.0,0.0,Stable,Low,0
2022-11-08 00:00:00-05:00,139.81348623818715,140.82914193369797,136.9058933804032,138.9073486328125,89908500,0.0,0.0,Stable,Medium,1
2022-11-09 00:00:00-05:00,137.91159546954125,137.96138608792586,134.01820309890405,134.29701232910156,74917800,0.0,0.0,Down,Low,2
2022-11-10 00:00:00-05:00,140.63997620935567,146.2460479736328,138.9073627737481,146.2460479736328,118854000,0.0,0.0,Up,Medium,3
2022-11-11 00:00:00-05:00,145.20053449294082,149.37272176407356,143.7566822305136,149.0640411376953,93979700,0.0,0.0,Up,Medium,4
2022-11-14 00:00:00-05:00,148.3371260080859,149.64155825167242,146.80365994304128,147.65005493164062,73374100,0.0,0.0,Stable,Low,0
2022-11-15 00:00:00-05:00,151.57333463563305,152.9375096893802,147.92887953514855,149.402587890625,89868300,0.0,0.0,Up,Medium,1
2022-11-16 00:00:00-05:00,148.4964498019785,149.23329630566616,146.66425520159535,148.1578826904297,64218300,0.0,0.0,Stable,Low,2
2022-11-17 00:00:00-05:00,145.80791337597523,150.83646247349148,145.52910411694936,150.07969665527344,80389400,0.0,0.0,Up,Low,3
2022-11-18 00:00:00-05:00,151.66293352491337,152.0512760661458,149.33287827751886,150.6472625732422,74829600,0.0,0.0,Stable,Low,4
2022-11-21 00:00:00-05:00,149.5220702151217,149.73116955132988,147.09243377751235,147.38119506835938,58724100,0.0,0.0,Down,Low,0
2022-11-22 00:00:00-05:00,147.50069818193344,149.78096279681515,146.30578403537697,149.54197692871094,51804100,0.0,0.0,Up,Low,1
2022-11-23 00:00:00-05:00,148.81509450553884,151.1849885088291,148.70556120637923,150.42822265625,58301400,0.0,0.0,Stable,Low,2
2022-11-25 00:00:00-05:00,147.6799212121765,148.24750693206525,146.4949743462733,147.48077392578125,35195900,0.0,0.0,Down,Low,4
2022-11-28 00:00:00-05:00,144.52338947151054,146.01701690101933,142.77087209071394,143.6072998046875,69246000,0.0,0.0,Down,Low,0
2022-11-29 00:00:00-05:00,143.67700718894477,144.19480233115186,139.75375822434978,140.5702667236328,83763800,0.0,0.0,Down,Low,1
2022-11-30 00:00:00-05:00,140.7992698334425,148.0881788215148,139.95289009179822,147.40110778808594,111380900,0.0,0.0,Up,Medium,2
2022-12-01 00:00:00-05:00,147.5803655873785,148.49645532465777,145.9871567957836,147.679931640625,71250400,0.0,0.0,Stable,Low,3
2022-12-02 00:00:00-05:00,145.3399211304143,147.37124786153967,145.03122534831445,147.1820526123047,65447400,0.0,0.0,Stable,Low,4
2022-12-05 00:00:00-05:00,147.14223643515055,150.27884828657326,145.15073298816077,146.007080078125,68826400,0.0,0.0,Stable,Low,0
2022-12-06 00:00:00-05:00,146.44520220755183,146.6742208323492,141.31707210246435,142.30287170410156,64727200,0.0,0.0,Down,Low,1
2022-12-07 00:00:00-05:00,141.58593718829042,142.76091690562077,139.4052385260274,140.34124755859375,69721100,0.0,0.0,Down,Low,2
2022-12-08 00:00:00-05:00,141.75521451855485,142.91029015257863,140.50057282957653,142.04397583007812,62128300,0.0,0.0,Up,Low,3
2022-12-09 00:00:00-05:00,141.7352887981799,144.9515776259649,140.30140396500693,141.55606079101562,76097000,0.0,0.0,Stable,Low,4
2022-12-12 00:00:00-05:00,142.0937557270374,143.88611171452328,140.46072364820898,143.87615966796875,70462700,0.0,0.0,Up,Low,0
2022-12-13 00:00:00-05:00,148.86488325091187,149.33288777832163,143.62723463445323,144.8520050048828,93886200,0.0,0.0,Stable,Medium,1
2022-12-14 00:00:00-05:00,144.73250082928038,146.03693299146755,140.56029920313372,142.60159301757812,82291200,0.0,0.0,Down,Low,2
2022-12-15 00:00:00-05:00,140.51052085533328,141.1975919489063,135.45210047307742,135.92010498046875,98931900,0.0,0.0,Down,Medium,3
2022-12-16 00:00:00-05:00,136.10929941726744,137.06521252037282,133.16186776243538,133.9385528564453,160156900,0.0,0.0,Down,High,4
2022-12-19 00:00:00-05:00,134.5360128336952,134.6256268401695,130.76212057494766,131.80764770507812,79592600,0.0,0.0,Down,Low,0
2022-12-20 00:00:00-05:00,130.83180791393468,132.68390657976732,129.33818044774594,131.73794555664062,77432800,0.0,0.0,Stable,Low,1
2022-12-21 00:00:00-05:00,132.41504971246266,136.22878034227125,132.18603108805138,134.8745574951172,85928000,0.0,0.0,Up,Medium,2
2022-12-22 00:00:00-05:00,133.7792473500558,133.98834669902533,129.7464499148839,131.66824340820312,77852100,0.0,0.0,Down,Low,3
2022-12-23 00:00:00-05:00,130.3638109159962,131.85743846800435,129.0892499537998,131.29981994628906,63814900,0.0,0.0,Stable,Low,4
2022-12-27 00:00:00-05:00,130.8218556336214,130.85172696737467,128.17315261842685,129.4775848388672,69007800,0.0,0.0,Down,Low,1
2022-12-28 00:00:00-05:00,129.11911526196144,130.47333812032483,125.33526353169624,125.5045394897461,85438400,0.0,0.0,Down,Medium,2
2022-12-29 00:00:00-05:00,127.44625154052879,129.92567102156607,127.18736158138809,129.0593719482422,75703700,0.0,0.0,Up,Low,3
2022-12-30 00:00:00-05:00,127.86447439683816,129.39792526896935,126.88863442668149,129.3780059814453,77034200,0.0,0.0,Stable,Low,4
