Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2018-08-13 00:00:00-04:00,174.8734151866555,175.99506919173987,174.28357340397366,174.36093139648438,26089200,0.0,0.0,0.0
2018-08-14 00:00:00-04:00,175.02815161414776,175.65667989674205,174.09020605381724,175.45361328125,20913000,0.0,0.0,0.0
2018-08-15 00:00:00-04:00,174.06116780262616,174.61233797948984,172.23362760515136,173.30694580078125,58528000,0.0,0.0,0.0
2018-08-16 00:00:00-04:00,174.64135819807294,175.00880500961162,173.53903251798673,173.87747192382812,27711800,0.0,0.0,0.0
2018-08-17 00:00:00-04:00,173.4229970605202,174.3512635206621,172.37868622696354,173.9161376953125,36092600,0.0,0.0,0.0
2018-08-20 00:00:00-04:00,174.30293538907918,174.3706291785051,173.084579970194,173.76144409179688,24939000,0.0,0.0,0.0
2018-08-21 00:00:00-04:00,174.2835980576318,175.44393860037417,174.17723264719947,174.39962768554688,26258700,0.0,0.0,0.0
2018-08-22 00:00:00-04:00,174.03215105599574,175.27952836060038,173.8097560557319,175.0764617919922,18042400,0.0,0.0,0.0
2018-08-23 00:00:00-04:00,174.7670584335677,176.0337642701969,174.5349844445594,174.8250732421875,25776200,0.0,0.0,0.0
2018-08-24 00:00:00-04:00,175.40525874846085,176.59462149697038,175.3665871225603,176.44956970214844,23136100,0.0,0.0,0.0
2018-08-27 00:00:00-04:00,177.33915457174842,178.2480926513672,177.05874472493403,178.2480926513672,29343600,0.0,0.0,0.0
2018-08-28 00:00:00-04:00,178.72191662169058,178.90564004404905,178.1320747283702,178.50918579101562,20277000,0.0,0.0,0.0
2018-08-29 00:00:00-04:00,178.818589509659,180.66547305664253,178.75091048022787,180.56878662109375,29175600,0.0,0.0,0.0
2018-08-30 00:00:00-04:00,180.22070267372249,181.3230284901599,179.65018919720384,180.2497100830078,29315500,0.0,0.0,0.0
2018-08-31 00:00:00-04:00,180.02725101021724,180.99420373388463,179.8338634163893,180.48171997070312,28653200,0.0,0.0,0.0
2018-09-04 00:00:00-04:00,179.93060121720427,180.24001847940835,178.7412532562577,179.7082061767578,29063500,0.0,0.0,0.0
2018-09-05 00:00:00-04:00,179.38912728695794,179.41813469701512,176.77835710008753,177.3875274658203,42623300,0.0,0.0,0.0
2018-09-06 00:00:00-04:00,177.46487227684727,177.67760310446408,174.6123640486614,175.8017120361328,46091400,0.0,0.0,0.0
2018-09-07 00:00:00-04:00,174.53499032160903,176.63327624634465,174.47697551103573,175.1248321533203,46629500,0.0,0.0,0.0
2018-09-10 00:00:00-04:00,176.13045855332118,176.22715974168545,174.75738725482117,175.7146759033203,26132000,0.0,0.0,0.0
2018-09-11 00:00:00-04:00,175.0088206489478,177.35850924758216,174.55435157970447,177.06842041015625,30116500,0.0,0.0,0.0
2018-09-12 00:00:00-04:00,176.80737662895746,176.93307049630988,175.02817174781777,176.54629516601562,36204000,0.0,0.0,0.0
2018-09-13 00:00:00-04:00,177.6485638310338,178.77023258371858,177.5712058390009,178.43179321289062,31133200,0.0,0.0,0.0
2018-09-14 00:00:00-04:00,178.5575246360577,178.8379344828359,177.20378173409796,177.90966796875,31224100,0.0,0.0,0.0
2018-09-17 00:00:00-04:00,177.6098797113079,177.73558829427247,175.18283354290966,175.3472137451172,33071200,0.0,0.0,0.0
2018-09-18 00:00:00-04:00,175.49227572084553,177.6582406330993,175.40523875206225,176.7976531982422,31877300,0.0,0.0,0.0
2018-09-19 00:00:00-04:00,176.82664215751063,177.2424395064548,175.51158584602265,176.66226196289062,31843400,0.0,0.0,0.0
2018-09-20 00:00:00-04:00,177.88064546782337,178.85726249455774,177.45518387058337,178.6155242919922,33295800,0.0,0.0,0.0
2018-09-21 00:00:00-04:00,179.09902490362148,179.35042735663805,177.41652147473266,177.63893127441406,38605400,0.0,0.0,0.0
2018-09-24 00:00:00-04:00,176.35051299175913,178.20071963819,175.62399345027788,178.13290405273438,34945600,0.33,0.0,0.0
2018-09-25 00:00:00-04:00,178.05546684942118,178.5107537646251,177.4451854990238,178.37513732910156,25277500,0.0,0.0,0.0
2018-09-26 00:00:00-04:00,178.53009720099374,180.16719050071248,178.15230757652634,178.50103759765625,36210600,0.0,0.0,0.0
2018-09-27 00:00:00-04:00,179.22758332358987,180.6515632186577,179.1307081109814,180.01222229003906,33113300,0.0,0.0,0.0
2018-09-28 00:00:00-04:00,179.50849646710816,180.44812985437116,179.1791443963988,179.9734649658203,28076800,0.0,0.0,0.0
2018-10-01 00:00:00-04:00,181.01968074654948,181.65902176077526,179.88631155646783,180.3415985107422,27371300,0.0,0.0,0.0
2018-10-02 00:00:00-04:00,180.18654719631854,181.3199160287149,179.51816156265875,179.9346923828125,25618600,0.0,0.0,0.0
2018-10-03 00:00:00-04:00,180.6902921629171,181.11651941971434,179.84753403857422,180.12844848632812,29128700,0.0,0.0,0.0
2018-10-04 00:00:00-04:00,179.4019645055333,179.51821773213166,175.39157554336606,176.67025756835938,80557300,0.0,0.0,0.0
2018-10-05 00:00:00-04:00,176.65085834442783,177.241761673275,172.8438871192761,174.51004028320312,83325600,0.0,0.0,0.0
2018-10-08 00:00:00-04:00,173.8997754281649,174.98470688273386,171.39084926785046,173.44448852539062,66864500,0.0,0.0,0.0
2018-10-09 00:00:00-04:00,173.57042393294265,175.35283048463344,173.15389299157542,174.00634765625,49097900,0.0,0.0,0.0
2018-10-10 00:00:00-04:00,172.9213589130368,173.02791571998648,166.13082721511233,166.35362243652344,114471100,0.0,0.0,0.0
2018-10-11 00:00:00-04:00,165.66587118427202,167.9713503365542,162.5563603348105,164.2903289794922,143084500,0.0,0.0,0.0
2018-10-12 00:00:00-04:00,168.71723602843062,169.38563647621618,165.5786657966429,168.862548828125,102078400,0.0,0.0,0.0
2018-10-15 00:00:00-04:00,168.2716889771584,168.59134470054101,166.18898989310307,166.8186492919922,64885300,0.0,0.0,0.0
2018-10-16 00:00:00-04:00,168.57192369469735,172.08826847627404,168.26193490653776,171.67173767089844,71979700,0.0,0.0,0.0
2018-10-17 00:00:00-04:00,172.50482335330219,172.67918097022311,169.97653444039074,171.7395477294922,66987600,0.0,0.0,0.0
2018-10-18 00:00:00-04:00,171.09054589402723,171.14866510666394,167.0414164154654,167.75823974609375,82486200,0.0,0.0,0.0
2018-10-19 00:00:00-04:00,169.11443023984594,170.55778816966503,166.99299014809537,167.603271484375,82923700,0.0,0.0,0.0
2018-10-22 00:00:00-04:00,168.61070636720225,169.76345343739948,167.18672643120365,168.4654083251953,52909300,0.0,0.0,0.0
2018-10-23 00:00:00-04:00,165.29777635286527,168.67852031408623,163.53476274250752,167.84544372558594,77567000,0.0,0.0,0.0
2018-10-24 00:00:00-04:00,167.6516878126411,167.93260225082807,159.87307020316507,160.16368103027344,102997400,0.0,0.0,0.0
2018-10-25 00:00:00-04:00,162.65324335789603,166.6926913489778,161.92672361602342,165.70462036132812,83481100,0.0,0.0,0.0
2018-10-26 00:00:00-04:00,160.0280996199055,164.63908830656882,159.08846611599725,161.44239807128906,130970900,0.0,0.0,0.0
2018-10-29 00:00:00-04:00,163.91256145677244,164.54220604206097,155.07807057606172,158.11976623535156,111871900,0.0,0.0,0.0
2018-10-30 00:00:00-04:00,157.65477016954526,160.84176332091005,156.93793209919824,160.72552490234375,92584000,0.0,0.0,0.0
2018-10-31 00:00:00-04:00,163.34102023976402,165.88868773611048,163.2635230206683,164.5034637451172,73828600,0.0,0.0,0.0
2018-11-01 00:00:00-04:00,164.7456047018622,166.847666471421,163.49598261300926,166.6732940673828,52706800,0.0,0.0,0.0
2018-11-02 00:00:00-04:00,166.15990876471574,167.1479797613803,162.95353730630384,164.0772247314453,75966800,0.0,0.0,0.0
2018-11-05 00:00:00-05:00,164.29034258203083,164.3484617984266,161.84923202583136,163.67037963867188,39573500,0.0,0.0,0.0
2018-11-06 00:00:00-05:00,163.6800493905424,165.83054892789596,163.4378761523817,164.91029357910156,34410400,0.0,0.0,0.0
2018-11-07 00:00:00-05:00,166.88642484467252,170.08311462402344,166.48925717676283,170.08311462402344,51169600,0.0,0.0,0.0
2018-11-08 00:00:00-05:00,169.28879555896734,169.81189809407184,168.19418244121758,168.99819946289062,40296500,0.0,0.0,0.0
